date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2019-11-27,2019,11,27,chokepoint23,Windward Passage,8,0,2,0,2,10,12,169206,0,4670,0,67639,173877,241516,60259
2019-11-28,2019,11,28,chokepoint23,Windward Passage,3,4,1,2,1,10,11,111011,157144,21933,4156,0,294244,294244,60405
2019-11-29,2019,11,29,chokepoint23,Windward Passage,8,0,5,4,1,17,18,85198,0,13586,17273,9603,116058,125661,60406
2019-11-30,2019,11,30,chokepoint23,Windward Passage,8,2,2,1,3,13,16,227694,110890,485,2333,12299,341404,353703,60407
2019-12-01,2019,12,1,chokepoint23,Windward Passage,8,0,2,2,0,12,12,214166,0,7734,8978,0,230879,230879,60408
2019-12-02,2019,12,2,chokepoint23,Windward Passage,10,2,1,0,0,13,13,241027,90556,1260,0,0,332844,332844,60409
2019-12-03,2019,12,3,chokepoint23,Windward Passage,8,5,3,3,3,19,22,163692,127004,12015,5924,139064,308637,447701,60410
2019-12-04,2019,12,4,chokepoint23,Windward Passage,7,1,2,0,5,10,15,121080,0,7429,0,122586,128509,251095,60515
2019-12-05,2019,12,5,chokepoint23,Windward Passage,4,1,1,0,3,6,9,137255,0,1514,0,120733,138770,259503,60818
2019-12-06,2019,12,6,chokepoint23,Windward Passage,6,0,0,1,2,7,9,73447,0,0,4258,45489,77705,123195,60821
2019-12-07,2019,12,7,chokepoint23,Windward Passage,5,3,4,1,1,13,14,147993,80435,16682,767,26328,245878,272207,60823
2019-12-08,2019,12,8,chokepoint23,Windward Passage,6,3,5,0,3,14,17,131859,109761,5615,0,48309,247236,295545,60825
2019-12-09,2019,12,9,chokepoint23,Windward Passage,6,2,4,5,3,17,20,96922,52834,22045,10059,0,181861,181861,60828
2019-12-10,2019,12,10,chokepoint23,Windward Passage,7,3,3,2,1,15,16,63266,107716,6377,12323,0,189683,189683,60831
2019-12-11,2019,12,11,chokepoint23,Windward Passage,9,1,2,2,1,14,15,172983,35333,5492,0,18352,213808,232161,60834
2019-12-12,2019,12,12,chokepoint23,Windward Passage,6,1,4,3,2,14,16,82824,34451,20581,16861,72280,154718,226999,60837
2019-12-13,2019,12,13,chokepoint23,Windward Passage,5,2,1,3,0,11,11,76860,53722,1280,5448,0,137312,137312,60840
2019-12-14,2019,12,14,chokepoint23,Windward Passage,7,2,4,3,5,16,21,214489,20218,5694,12105,123579,252507,376087,60843
2019-12-15,2019,12,15,chokepoint23,Windward Passage,12,1,4,3,2,20,22,142163,22617,19193,862,0,184836,184836,60846
2019-12-16,2019,12,16,chokepoint23,Windward Passage,8,2,2,1,1,13,14,112467,0,3110,7021,67458,122599,190057,60849
2019-12-17,2019,12,17,chokepoint23,Windward Passage,10,1,3,1,4,15,19,197409,0,14748,0,78605,212157,290763,60852
2019-12-18,2019,12,18,chokepoint23,Windward Passage,7,3,3,2,2,15,17,243904,101275,4411,9656,2559,359248,361807,60855
2019-12-19,2019,12,19,chokepoint23,Windward Passage,6,1,3,1,3,11,14,119256,46381,12495,0,72280,178133,250413,60858
2019-12-20,2019,12,20,chokepoint23,Windward Passage,4,3,1,2,3,10,13,25214,92296,3098,5043,74136,125654,199791,60861
2019-12-21,2019,12,21,chokepoint23,Windward Passage,6,1,4,3,1,14,15,190468,33290,9612,3128,37947,236499,274446,60864
2019-12-22,2019,12,22,chokepoint23,Windward Passage,8,2,1,1,3,12,15,146718,109671,4448,6131,52883,266969,319853,60867
2019-12-23,2019,12,23,chokepoint23,Windward Passage,6,2,6,1,3,15,18,141655,52044,12468,0,78755,206168,284923,60869
2019-12-24,2019,12,24,chokepoint23,Windward Passage,8,1,5,0,3,14,17,71852,0,10609,0,24256,82462,106718,60876
2019-12-25,2019,12,25,chokepoint23,Windward Passage,10,3,3,2,2,18,20,172301,94336,30280,0,84383,296919,381302,60879
2019-12-26,2019,12,26,chokepoint23,Windward Passage,3,1,2,3,1,9,10,3374,42018,4355,9358,0,59107,59107,60882
2019-12-27,2019,12,27,chokepoint23,Windward Passage,3,3,0,4,4,10,14,34817,141398,0,0,114123,176216,290339,60885
2019-12-28,2019,12,28,chokepoint23,Windward Passage,6,3,3,1,2,13,15,139009,67416,10883,0,77387,217308,294696,60888
2019-12-29,2019,12,29,chokepoint23,Windward Passage,7,3,3,0,1,13,14,187080,140591,17207,0,0,344879,344879,60891
2019-12-30,2019,12,30,chokepoint23,Windward Passage,6,3,2,2,2,13,15,188417,83217,5638,0,37833,277273,315107,60894
